,phi0,p,q,P[N],delta_H,delta_V,small_delta_v,safety_ratio
172,54.4,0.9521293927421387,1.6692196798799572,0.7839231955592192,0.5995279043498087,1.4843737527890692,2.3590625409447696,1.7046491201264882
173,54.6,0.9526614812535863,1.6750804262153929,0.7894376771293938,0.6039083941511305,1.4889850486046106,2.375657287698818,1.6965714859107346
174,54.8,0.9531906677929469,1.680969277641826,0.7949980703337152,0.6083053581265567,1.4935881891815475,2.392390196478078,1.6885400494620502
175,55.0,0.9537169507482269,1.6868866281840982,0.8006050285761667,0.6127188287733416,1.4981831716045737,2.4092632335732147,1.6805541994513717
176,55.2,0.9542403285162768,1.6928328779123851,0.8062592176256972,0.6171488395478648,1.5027699934762861,2.4262784024848223,1.6726133318177903
177,55.4,0.9547607995027975,1.698808433089836,0.8119613159226121,0.6215954248883999,1.5073486529266682,2.4434377448454487,1.6647168496057465
178,55.6,0.9552783621223436,1.7048137063247126,0.8177120148946633,0.6260586202389373,1.5119191486232626,2.460743341370805,1.6568641628045684
179,55.8,0.9557930147983301,1.7108491167262685,0.8235120192823138,0.6305384620730192,1.5164814797810093,2.478197312838585,1.649054688191122
180,56.0,0.9563047559630354,1.7169150900657564,0.8293620474747159,0.6350349879190347,1.5210356461730932,2.495801821099527,1.6412878491742993
181,56.2,0.9568135840576074,1.72301205894146,0.8352628318555597,0.6395482363855471,1.5255816481414537,2.513559070118177,1.6335630756424668
182,56.4,0.9573194975320674,1.7291404629489808,0.8412151191602081,0.644078247187889,1.5301194866081445,2.531471307047613,1.6258798038127649
183,56.6,0.9578224948453149,1.735300748855871,0.8472196708434689,0.6486250611748363,1.534649163086329,2.549540823336186,1.618237476083204
184,56.8,0.9583225744651332,1.7414933707818971,0.8532772634595026,0.6531887203566136,1.539170679692161,2.567769955870776,1.610635540886408
185,57.0,0.958819734868193,1.7477187903846076,0.8593886890538007,0.6577692679336826,1.5436840391569544,2.586161088156376,1.6030734525454358
186,57.2,0.9593139745400575,1.7539774770498897,0.8655547555672006,0.6623667483257905,1.5481892448392065,2.6047166515318914,1.5955506711320429
187,57.4,0.9598052919751869,1.7602699080886908,0.8717762872533571,0.6669812072023655,1.5526863007374159,2.623439126426441,1.5880666623264095
188,57.6,0.9602936856769431,1.7665965689397327,0.8780541251098062,0.6716126915138632,1.5571752115033066,2.642331043656559,1.5806208972786109
189,57.8,0.9607791541575942,1.772957953378067,0.8843891273227689,0.6762612495236928,1.5616559824551728,2.6613949857647414,1.5732128524720885
190,58.0,0.9612616959383189,1.779354563729901,0.890782169726435,0.6809269308409878,1.5661286195914892,2.6806335884015744,1.565842009588854
191,58.2,0.9617413095492113,1.7857869110946964,0.8972341462780604,0.6856097864550326,1.5705931296055697,2.7000495417554435,1.5585078553756642
192,58.4,0.9622179935292853,1.7922555155731683,0.903745969547849,0.690309868769688,1.5750495198997019,2.719645592026736,1.551209881512545
193,58.6,0.9626917464264788,1.798760906503539,0.9103185712263427,0.6950272316400332,1.5794977986007896,2.739424542954734,1.543947584481722
194,58.8,0.9631625667976582,1.8053036227039967,0.9169529026476353,0.6997619304088456,1.5839379745753235,2.7593892573921215,1.536720465438931
195,59.0,0.963630453208623,1.8118842127240455,0.9236499353315107,0.7045140219454353,1.5883700574458988,2.779542658936444,1.5295280300849288
196,59.2,0.9640954042341101,1.8185032351027375,0.9304106615428914,0.7092835646845028,1.592794057607225,2.799887733613657,1.5223697885391274
197,59.4,0.9645574184577981,1.8251612586362451,0.9372360948715178,0.7140706186672634,1.5972099862435452,2.8204275316225575,1.5152452552134423
198,59.6,0.9650164944723114,1.8318588626530101,0.9441272708305152,0.7188752455827399,1.6016178553456477,2.8411651691360555,1.5081539486880324
199,59.8,0.9654726308792251,1.8385966372990257,0.9510852474769355,0.7236975088115225,1.6060176777293982,2.8621038301685684,1.5010953915870118
200,60.0,0.9659258262890683,1.8453751838314367,0.9581111060529066,0.7285374734698518,1.6104094670539808,2.883246768505436,1.4940691104558577
201,60.2,0.9663760793213294,1.8521951149224611,0.9652059516499627,0.7333952064557017,1.614793237841197,2.9045973097020927,1.487074635639084
202,60.4,0.9668233886044594,1.8590570549731937,0.9723709138966496,0.7382707764960967,1.6191690054952077,2.926158853153279,1.4801115011587953
203,60.6,0.9672677527758767,1.8659616404382817,0.9796071476710014,0.7431642541962717,1.6235367863231491,2.9479348742370983,1.4731792445935634
204,60.8,0.9677091704819712,1.8729095201608084,0.9869158338377845,0.7480757120896784,1.6278965975558133,2.969928926533611,1.466277406958431
205,61.0,0.9681476403781077,1.8799013557194184,0.994298180013259,0.7530052246904309,1.632248457369671,2.9921446441262325,1.4594055325846893
206,61.2,0.9685831611286311,1.886937821786794,1.00175542135718,0.7579528685469261,1.6365923849091657,3.0145857439851027,1.4525631690004377
207,61.4,0.9690157314068695,1.8940196065009878,1.0092888213943096,0.762918722297683,1.6409284003101055,3.037256028439266,1.4457498668110467
208,61.6,0.9694453498951389,1.9011474118489295,1.0168996728654316,0.767902866728319,1.6452565247232283,3.060159387737635,1.4389651795803724
209,61.8,0.9698720152847468,1.9083219540642022,1.024589298610847,0.7729053848312073,1.649576780339226,3.0832998027076917,1.4322086637114388
210,62.0,0.9702957262759965,1.9155439640383989,1.0323590524864148,0.7779263618666901,1.6538891904142092,3.1066813475121386,1.4254798783274727
211,62.2,0.9707164815781908,1.922814187747075,1.040210320314049,0.7829658854263302,1.658193779295995,3.130308192509222,1.418778385152885
212,62.4,0.9711342799096361,1.9301333866912191,1.0481445208685316,0.7880240454985372,1.662490572451505,3.1541846072223643,1.412103748393882
213,62.6,0.9715491199976461,1.9375023383547068,1.0561631069020727,0.7931009345364797,1.6667795964950738,3.178314963423364,1.4054555346187783
214,62.8,0.9719610005785462,1.9449218366781071,1.064267566207972,0.7981966475280624,1.6710608792175483,3.2027037383332826,1.398833312638144
215,63.0,0.9723699203976766,1.9523926925500261,1.0724594227256838,0.80331128206849,1.6753344496164897,3.2273555179479203,1.3922366533843664
216,63.2,0.9727758782093966,1.9599157343163696,1.0807402376887667,0.8084449384351575,1.6796003379272841,3.25227500049234,1.3856651297907947
217,63.4,0.9731788727770881,1.967491808309542,1.0891116108190548,0.8135977196660391,1.6838585756559767,3.2774670000144956,1.379118316669521
218,63.6,0.9735789028731603,1.9751217793958902,1.0975751815663741,0.8187697316394285,1.6881091956121854,3.30293645011591,1.3725957905894919
219,63.8,0.9739759672790516,1.9828065315453403,1.1061326303993924,0.8239610831578559,1.6923522319441988,3.3286884078362373,1.3660971297526863
220,64.0,0.9743700647852352,1.9905469684220507,1.1147856801476275,0.8291718860343968,1.6965877201748265,3.3547280576917706,1.3596219138697407
221,64.2,0.9747611941912218,1.998344013997704,1.1235360973977873,0.8344022551820849,1.700815697238561,3.381060715877453,1.3531697240344795
222,64.4,0.9751493543055633,2.006198613188902,1.1323856939475383,0.8396523087068892,1.7050362015202625,3.4076918346417084,1.3467401425969208
223,64.6,0.9755345439458566,2.0141117325193965,1.1413363283190665,0.8449221680040855,1.7092492728952895,3.4346270068412017,1.340332753034929
224,64.8,0.9759167619387474,2.022084360807789,1.1503899073347486,0.8502119578576957,1.71345495277067,3.4618719706825174,1.3339471398247154
225,65.0,0.9762960071199334,2.030117509883669,1.1595483877600201,0.855521806544641,1.7176532841286125,3.489432614666041,1.3275828883089076
226,65.2,0.9766722783341679,2.038212215331545,1.1688137780145125,0.8608518459420949,1.7218443115710418,3.5173149827352943,1.3212395845633538
227,65.4,0.9770455744352636,2.0463695372647352,1.1781881399558236,0.8662022116388906,1.7260280813658342,3.54552527964484,1.314916815261978
228,65.6,0.9774158942860959,2.0545905611311066,1.1876735907401157,0.8715730430515267,1.7302046414950476,3.5740698765593835,1.3086141675392593
229,65.8,0.9777832367586061,2.062876398552301,1.197272304763553,0.8769644835450126,1.7343740417052709,3.602955316896149,1.3023312288501332
230,66.0,0.9781476007338056,2.0712281881963626,1.206986515686746,0.882376680557363,1.7385363335591464,3.6321883224170453,1.296067586828234
231,66.2,0.9785089851017784,2.0796470966882126,1.2168185185497298,0.8878097857301805,1.7426915704897679,3.661775799593276,1.2898228291405782
232,66.4,0.978867388761685,2.088134319557586,1.226770671979573,0.8932639550437289,1.7468398078567604,3.691724846248708,1.2835965433399175
233,66.6,0.9792228106217657,2.096691082227179,1.2368454004965035,0.8987393489574134,1.750981103004533,3.722042758499696,1.277388316714046
234,66.8,0.9795752495993441,2.1053186410436378,1.2470451969244707,0.904236132556369,1.7551155153232723,3.752737038009202,1.2711977361315263
235,67.0,0.9799247046208296,2.114018284352651,1.25737262491067,0.9097544757036897,1.759243106312092,3.7838153995688035,1.2650243878841674
236,67.2,0.9802711746217219,2.122791333621301,1.2678303215609346,0.9152945531992409,1.763363939645096,3.815285779029388,1.2588678575255536
237,67.4,0.980614658546613,2.1316391446088065,1.2784210001957546,0.9208565449443415,1.767478081239554,3.847156341594851,1.2527277297061543
238,67.6,0.9809551553491915,2.140563108590369,1.2891474532361273,0.926440636114243,1.7715855993276552,3.8794354905064936,1.2466035880035289
239,67.8,0.9812926639922452,2.1495646536354056,1.3000125552246378,0.9320470173375939,1.7756865645310485,3.9121318761343677,1.240495014748267
240,68.0,0.981627183447664,2.1586452459426453,1.3110192659887994,0.9376758848829023,1.7797810499380762,3.9452544054967302,1.2344015908456465
241,68.2,0.9819587126964436,2.1678063912377383,1.322170633957823,0.943327440854264,1.7838691311852033,3.978812252241205,1.2283228955912624
242,68.4,0.9822872507286887,2.1770496362335234,1.3334697996376106,0.9490018933943605,1.7879508865411624,4.012814867102091,1.2222585064821845
243,68.6,0.9826127965436152,2.186376570159262,1.344919999256561,0.9546994568972125,1.792026396995302,4.047271988871702,1.2162079990217247
244,68.8,0.9829353491495543,2.1957888263606464,1.3565245685896448,0.9604203522296726,1.7960957463494291,4.082193655908158,1.21017094651861
245,69.0,0.9832549075639545,2.20528808397643,1.3682869469735124,0.9661648069634658,1.8001590213142045,4.117590218218075,1.2041469198791794
246,69.2,0.9835714708133859,2.2148760696949563,1.3802106815226511,0.9719330556175201,1.8042163116097156,4.153472350144247,1.198135487392815
247,69.4,0.9838850379335417,2.2245545595941425,1.3922994315573434,0.9777253399104204,1.808267710070048,4.189851063690723,1.1921362145107572
248,69.6,0.984195607969242,2.234325381073718,1.4045569732611716,0.983541909026304,1.8123133127538786,4.226737722538649,1.186148663615757
249,69.8,0.9845031799744366,2.24419041487916,1.41698720457466,0.9893830198907212,1.8163532190586107,4.264144056772722,1.1801723937852637
250,70.0,0.984807753012208,2.254151597230037,1.4295941503487462,0.9952489374621007,1.8203875318416485,4.302082178389536,1.174206960543843
251,70.2,0.985109326154774,2.2642109220516167,1.4423819677650038,1.0011399350345174,1.824416357545721,4.340564597608698,1.1682519156081357
252,70.4,0.9854078984834901,2.2743704433215366,1.4553549520464086,1.0070562945562702,1.8284398063311091,4.379604240058232,1.162306806620944
253,70.6,0.9857034690888535,2.284632277536981,1.468517542475157,1.0129983069640125,1.8324579922143331,4.419214464884029,1.1563711768746527
254,70.8,0.9859960370705049,2.2949986063082317,1.481874328735279,1.0189662725322886,1.8364710332130414,4.459409083836696,1.1504445650241417
255,71.0,0.9862856015372314,2.305471679089073,1.4954300576044535,1.0249605012411,1.840479051498548,4.500202381409248,1.1445265047872135
256,71.2,0.9865721616069695,2.3160538160506525,1.5091896400153713,1.0309813131611956,1.8444821735555528,4.541609136086896,1.1386165246328
257,71.4,0.9868557164068074,2.326747411109626,1.5231581585133247,1.0370290388592331,1.8484805303502416,4.583644642789194,1.1327141474553482
258,71.6,0.9871362650729879,2.3375549351194835,1.537340875135284,1.043104019823325,1.8524742575067747,4.626324736580564,1.1268188902350482
259,71.8,0.9874138067509114,2.3484789392359113,1.5517432397392952,1.0492066089103214,1.8564634954927322,4.669665817735988,1.120930263682899
260,72.0,0.9876883405951378,2.3595220584683227,1.5663708988159797,1.0553371708166062,1.8604483898143622,4.7136848782574745,1.1150477718693208
261,72.2,0.9879598657693891,2.370687015429627,1.58122970481511,1.061496082573625,1.8644290912220896,4.758399529940549,1.1091709118354434
262,72.4,0.9882283814465528,2.381976624298159,1.5963257260241366,1.0676837340700323,1.8684057559271334,4.803828034101748,1.103299173185678
263,72.6,0.9884938868086836,2.393393795003939,1.6116652570347418,1.073900528600735,1.8723785458289144,4.8499893330756425,1.0974320376614315
264,72.8,0.9887563810470058,2.404941537659502,1.6272548298459648,1.0801468834475048,1.8763476287560499,4.8969030836275085,1.0915689786924943
265,73.0,0.9890158633619168,2.4166229672477795,1.6431012256439876,1.0864232304903494,1.8803131787197345,4.944589692402279,1.0857094609267575
266,73.2,0.9892723329629883,2.4284413085879044,1.6592114873118935,1.0927300168533618,1.8842753761815652,4.993070353570193,1.0798529397355578
267,73.4,0.9895257890689694,2.440399901597968,1.6755929327225343,1.099067705586806,1.888234408336291,5.042367088829068,1.0739988606933608
268,73.6,0.9897762309077889,2.452502206876641,1.6922531688739724,1.1054367763881467,1.8921904694107579,5.092502789942128,1.0681466590298505
269,73.8,0.9900236577165575,2.464751811627949,1.709200106932949,1.1118377263652166,1.8961437609804221,5.143501264008358,1.0622957590521043
270,74.0,0.9902680687415704,2.4771524359518358,1.7264419782524847,1.1182710708427843,1.900094492303567,5.195387281664324,1.0564455735359788
271,74.2,0.9905094632383088,2.4897079395316273,1.7439873514446274,1.124737344217704,1.904042880675829,5.248186628461243,1.0505955030829375
272,74.4,0.9907478404714436,2.5024223287485956,1.7618451505918316,1.13123710086604,1.9079891518064749,5.301926159668548,1.044744935439865
273,74.6,0.9909831997148363,2.515299764251074,1.7800246746804476,1.1377709161028264,1.9119335402159154,5.356633858755144,1.0388932447814883
274,74.8,0.9912155402515417,2.528344569024073,1.7985356183701051,1.1443393872042094,1.9158762896597925,5.412338899890785,1.0330397909482392
275,75.0,0.9914448613738104,2.5415612369866327,1.817388094191375,1.1509431344896204,1.919817653577205,5.46907171474556,1.0271839186414198
276,75.2,0.9916711623830905,2.554954442172399,1.8365926563092496,1.157582802475839,1.92375789556944,5.526864064001416,1.0213249565669906
277,75.4,0.9918944425900297,2.5685290485281076,1.8561603259665318,1.164259061101356,1.9276972899071187,5.585749113919024,1.015462216529263
278,75.6,0.9921147013144778,2.5822901203944166,1.8761026187701784,1.1709726070338564,1.9316361220725322,5.645761518450663,1.0095949924651497
279,75.8,0.9923319378854888,2.5962429337130963,1.8964315739618112,1.177724165060251,1.9355746893354764,5.706937507324057,1.0037225594195252
280,76.0,0.992546151641322,2.61039298803298,1.917159785862552,1.1845144895716564,1.9395133013689008,5.7693149806694155,0.9978441724526815
281,76.2,0.9927573419294455,2.6247460193778154,1.9383004376782462,1.1913443661479641,1.9434522809056465,5.832933610749603,0.9919590654766004
282,76.4,0.992965508106537,2.639308014054702,1.9598673378838738,1.1982146132519829,1.9473919644407025,5.897834951451858,0.986066450012866
283,76.6,0.993170649538486,2.654085223481648,1.9818749594171,1.20512608403978,1.951332702981323,5.964062556233073,0.9801655138674926
284,76.8,0.9933727656003963,2.6690841801347265,2.004338481956071,1.2120796683015582,1.9552748628516592,6.031662105346493,0.9742554197123133
285,77.0,0.9935718556765876,2.6843117147072575,2.0272738375589907,1.219076294539266,1.9592188265535913,6.100681543185043,0.9683353035685849
286,77.2,0.9937679191605964,2.699774974603157,2.050697760003282,1.2261169321977647,1.96316499369159,6.171171226757812,0.9624042731806494
287,77.4,0.9939609554551797,2.715481443884193,2.0746278381768444,1.2332025940601428,1.967113781965365,6.243184086360543,0.9564614062721212
288,77.6,0.9941509639723154,2.7314389648124906,2.0990825739267476,1.2403343388230623,1.9710656282371004,6.3167757996598874,0.9505057486732056
289,77.8,0.9943379441332046,2.7476557611451167,2.1240814448173757,1.247513273869381,1.9750209896805164,6.392004980551678,0.9445363123067706
290,78.0,0.9945218953682734,2.764140463353879,2.149644972301103,1.25474055825631,1.9789803450192494,6.468933384307167,0.9385520730200989
291,78.2,0.9947028171171742,2.780902135962328,2.175794795863091,1.2620174059387512,1.9829441958624896,6.5476261306971955,0.9325519682482648
292,78.4,0.9948807088287882,2.7979503072230583,2.202553753783624,1.2693450892534806,1.9869130681490494,6.628151947030535,0.9265348944906984
293,78.6,0.9950555699612263,2.81529500136896,2.229945971216113,1.2767249426851417,1.9908875137076623,6.710583433207318,0.9204997045860034
294,78.8,0.9952273999818312,2.8329467737265026,2.2579969564078355,1.2841583669492402,1.994868111949253,6.7949973512763995,0.9144452047597252
295,79.0,0.9953961983671789,2.8509167489842295,2.286733705948718,1.2916468334172593,1.9988554717003397,6.881474942160858,0.908370151427175
296,79.2,0.99556196460308,2.8692166629797775,2.3161848201017894,1.2991918889268592,2.0028502331965483,6.970102272722287,0.9022732477204706
297,79.4,0.9957246981845821,2.887858908384261,2.3463806293599245,1.3067951610111312,2.006853070249194,7.060970616608405,0.8961531397155394
298,79.6,0.9958843986159704,2.9068565847441827,2.3773533335797383,1.3144583635988836,2.010864692607465,7.15417687294912,0.8900084123218152
299,79.8,0.9960410654107695,2.9262235533785925,2.409137155192406,1.3221833032336594,2.0148858485353074,7.249824027414332,0.8838375848005205
300,80.0,0.9961946980917455,2.9459744977107674,2.4417685082250973,1.3299718858710976,2.01891732762783,7.348021660850669,0.8776391058688633
301,80.2,0.9963452961909064,2.9661249896984807,2.4752861851239203,1.3378261243233758,2.022959963896079,7.448886511488363,0.8714113483409327
302,80.4,0.9964928592495044,2.986691563108621,2.5097315636415303,1.3457481464230672,2.027014639149608,7.552543097528773,0.8651526032535564
303,80.6,0.9966373868180366,3.0076917945073673,2.545148836421185,1.3537402039954567,2.031082286714024,7.659124408032416,0.8588610734133904
304,80.8,0.9967788784562472,3.0291443929598953,2.5815852663028114,1.3618046827376167,2.0351638955242946,7.768772671212316,0.8525348662948982
305,81.0,0.996917333733128,3.0510692995881503,2.6190914708580815,1.3699441131177263,2.039260514640637,7.881640210686298,0.8461719862080386
306,81.2,0.9970527522269202,3.0734877983162256,2.65772174022942,1.3781611824252997,2.0433732582413033,7.997890401950918,0.839770325642178
307,81.4,0.9971851335251157,3.0964226393451493,2.697534393019322,1.3864587481224628,2.04750331115416,8.117698743360306,0.8333276556788282
308,81.6,0.9973144772244581,3.1198981771591594,2.7385921757912306,1.3948398526724464,2.0516519350005264,8.241254058345422,0.8268416153471848
309,81.8,0.997440782930944,3.1439405251592873,2.7809627126901932,1.4033077400459704,2.0558204750338414,8.368759848458899,0.8203096997789477
310,82.0,0.9975640502598242,3.16857772939255,2.8247190128658777,1.4118658741432322,2.0600103677721155,8.50043582036474,0.8137292469923948
311,82.2,0.9976842788356053,3.1938399642764703,2.8699400447700127,1.420517959407174,2.0642231495380474,8.636519614073398,0.8070974231085628
312,82.4,0.99780146829205,3.2197597537489053,2.916711388101575,1.4292679639527235,2.068460466041508,8.777268764842495,0.8004112057673326
313,82.6,0.9979156182721789,3.246372221906759,2.9651259762284874,1.4381201455923105,2.0727240831616367,8.92296293734876,0.7936673654714881
314,82.8,0.9980267284282716,3.273715377998367,3.0152849444835725,1.4470790812151964,2.077015899118676,9.073906478467732,0.786862444531554
315,83.0,0.998134798421867,3.301830441555079,3.067298602783909,1.4561497000510393,2.081337958254453,9.230431344180237,0.7799927332322125
316,83.2,0.9982398279237653,3.3307622146647367,3.121287554949126,1.4653373214658767,2.085692466690655,9.392900467940462,0.7730542427568251
317,83.4,0.9983418166140283,3.36055950983234,3.177383991863306,1.4746476980607128,2.0900818101838983,9.561711652192143,0.7660426743194478
318,83.6,0.998440764181981,3.391275643677903,3.235733191607209,1.4840870649969582,2.0945085745598777,9.737302082721186,0.7589533838436249
319,83.8,0.9985366703262117,3.4229690090386784,3.296495267327449,1.4936621966819068,2.0989755691966945,9.920153588523885,0.7517813413778694
320,84.0,0.9986295347545738,3.4557037409030684,3.3598472131811983,1.503380472187636,2.103485854126002,10.110798798674772,0.7445210842661105
321,84.2,0.9987193571841863,3.4895504952553,3.4259853109530303,1.5132499510854578,2.108042771448486,10.309828384566245,0.7371666628707617
322,84.4,0.998806137341434,3.5245873646448826,3.495127975835649,1.5232794617872636,2.112649981930547,10.51789962372549,0.7297115773535761
323,84.6,0.99888987496197,3.5609009603065753,3.5675191403031934,1.5334787049778333,2.117311507852117,10.735746582915073,0.7221487036674061
324,84.8,0.9989705697907146,3.5985876985806877,3.6434323019494563,1.543858375387358,2.122031783451739,10.964192299305228,0.7144702064366314
325,85.0,0.9990482215818578,3.6377553397336255,3.7231753966482057,1.5544303060005054,2.1268157146656326,11.204163445290561,0.7066674357987279
326,85.2,0.9991228300988584,3.6785248410649043,3.807096705857899,1.5652076399268338,2.131668750325416,11.45670810536074,0.6987308044731126
327,85.4,0.999194395114446,3.72103260458053,3.895592070733812,1.576205036630283,2.136596967588078,11.723017485550823,0.6906496402709741
328,85.6,0.9992629164106213,3.765433224588257,3.989113773089104,1.5874389212294018,2.1416071752075676,12.004452638945374,0.6824120078207996
329,85.8,0.9993283937786562,3.811902874881626,4.088181563739029,1.5989277882847843,2.1467070393767784,12.302577653309417,0.6740044913517822
330,86.0,0.9993908270190958,3.8606435228926483,4.19339648744036,1.6106925752105452,2.1519052384094643,12.61920125452217,0.6654119277191904
331,86.2,0.9994502159417571,3.911888225669847,4.305458393613117,1.622757125675144,2.157211654698854,12.956429501647113,0.6566170751202447
332,86.4,0.9995065603657316,3.965907858994203,4.425188367904217,1.635148770697325,2.162637615428343,13.31673329030708,0.6476001977047441
333,86.6,0.999559860119384,4.02301977184127,4.553557828280894,1.6478990657773984,2.168196197916376,13.703035911649831,0.6383385386871255
334,86.8,0.9996101150403544,4.083599067554162,4.691726790596178,1.6610447379501228,2.173902621915755,14.118828205034742,0.6288056434603395
335,87.0,0.9996573249755573,4.148093530649605,4.841094973554864,1.6746289199557345,2.1797747608443694,14.568322348367824,0.6189704775590577
336,87.2,0.9997014897811831,4.217043711234984,5.0033712376421535,1.6887027843676332,2.185833818686616,15.056660820888332,0.6087962588575292
337,87.4,0.9997426093226983,4.2911104654476775,5.1806697888186735,1.7033277465418026,2.192105242513211,15.590205909251148,0.5982388833633298
338,87.6,0.9997806834748455,4.371113541716675,5.37564644568812,1.7185784957421721,2.198619978048358,16.176949776743466,0.5872447593259323
339,87.8,0.9998157121216442,4.458086996422051,5.591696621768939,1.7345472649162366,2.2054162383100553,16.82711025195839,0.5757477564255709
340,88.0,0.9998476951563913,4.553361096245276,5.833251583065682,1.7513500115694738,2.2125420638633537,17.554022357637322,0.563664789667671
341,88.2,0.9998766324816606,4.658687520037093,6.106237399032328,1.7691356566052652,2.220059149737792,18.375519433249124,0.5508892187137004
342,88.4,0.9999025240093041,4.77643861309505,6.418815954621538,1.7881004326205403,2.2280487887696974,19.316163064883344,0.5372805971807071
343,88.6,0.999925369660452,4.909940392527063,6.782643046199872,1.8085112279095443,2.2366215411160653,20.411029077249594,0.5226479958322111
344,88.8,0.9999451693655121,5.064063992833847,7.215142160745452,1.8307458262381706,2.245933902267477,21.712550024577126,0.5067212564607809
345,89.0,0.9999619230641713,5.246361239728197,7.743956483592032,1.8553675992588547,2.2562192418792053,23.30391263153828,0.4890976353253898
